release_date,title,budget,revenue
1999-11-07,Mudhalvan,7.4,22.0
1999-11-08,The World Is Not Enough,135.0,361.8324
1999-11-12,Anywhere But Here,23.0,18.653615
1999-11-12,Dogma,10.0,30.65289
1999-11-18,Sleepy Hollow,100.0,206.071502
1999-11-24,End of Days,100.0,211.989043
1999-11-24,Ride with the Devil,38.0,0.635096
1999-11-28,Tumbleweeds,0.312,1.281176
1999-12-03,"Happy, Texas",1.7,1.943649
1999-12-03,The End of the Affair,23.0,10.827816
1999-12-08,Magnolia,37.0,48.451803
1999-12-10,Deuce Bigalow: Male Gigolo,17.0,65.535067
1999-12-10,The Green Mile,60.0,284.6
1999-12-11,Godzilla 2000,1.0,10.03739
1999-12-16,Any Given Sunday,55.0,100.230832
1999-12-17,Stuart Little,133.0,300.135367
1999-12-17,Fantasia 2000,80.0,90.87457
1999-12-17,Bicentennial Man,100.0,93.7
1999-12-17,The Cider House Rules,24.0,88.545092
1999-12-22,Man on the Moon,82.0,47.43443
1999-12-22,Onegin,14.0,0.206128
1999-12-23,Galaxy Quest,45.0,90.683916
1999-12-25,Play It to the Bone,24.0,8.434146
1999-12-25,The Talented Mr. Ripley,40.0,128.798265
1999-12-25,Angela's Ashes,2.5e-05,1.3e-05
2000-01-12,Next Friday,11.0,59.827328
2000-01-14,Supernova,90.0,14.828081
2000-01-24,Saving Grace,10.0,26.330482
2000-01-28,Isn't She Great,36.0,3.003296
2000-02-01,The Broken Hearts Club: A Romantic Comedy,1.0,1.744858
2000-02-02,Mugavari,0.5,0.5
2000-02-03,Scream 3,40.0,161.834276
2000-02-04,Gun Shy,10.0,1.631839
2000-02-11,Trois,0.2,1.160268
2000-02-11,The Tigger Movie,30.0,45.554533
2000-02-11,The Beach,40.0,144.056873
2000-02-16,Hanging Up,40.0,36.037909
2000-02-18,The Whole Nine Yards,41.3,106.371651
2000-02-18,Hey Ram,3.9,4.9
2000-02-18,Boiler Room,26.0,28.780255
2000-02-18,Pitch Black,23.0,53.187659
2000-02-25,Reindeer Games,42.0,32.16897
2000-03-01,3 Strikes,6.0,9.0
2000-03-03,Drowning Mona,16.0,15.427192
2000-03-03,The Next Best Thing,25.0,24.362772
2000-03-10,Mission to Mars,90.0,60.874615
2000-03-15,The Perfect Storm,120.0,325.756637
2000-03-16,Final Destination,23.0,53.302314
2000-03-17,Erin Brockovich,52.0,256.271286
2000-03-17,High Fidelity,30.0,47.126295
2000-03-20,Romeo Must Die,25.0,91.03676
2000-03-23,Waking the Dead,8.5,0.327418
2000-03-31,Love's Labour's Lost,13.0,0.299792
2000-03-31,The Road to El Dorado,95.0,76.432727
2000-03-31,Whatever It Takes,15.0,9.902115
2000-03-31,The Skulls,15.0,35.00718
2000-04-07,Ready to Rumble,24.0,12.37241
2000-04-07,Return to Me,24.0,36.609995
2000-04-07,Rules of Engagement,60.0,71.0
2000-04-13,American Psycho,7.0,34.266564
2000-04-14,Keeping the Faith,30.0,37.036004
2000-04-14,Alaipayuthey,2.0,6.0
2000-04-20,U-571,62.0,127.666415
2000-04-21,Love & Basketball,20.0,27.728118
2000-04-21,Gossip,14.0,5.10882
2000-04-22,The Isle,0.05,0.021075
2000-04-27,Where the Heart Is,15.0,33.771174
2000-04-28,The Flintstones in Viva Rock Vegas,83.0,59.468275
2000-04-28,Frequency,31.0,68.106245
2000-04-28,The Big Kahuna,7.0,3.728888
2000-05-01,Gladiator,103.0,457.640427
2000-05-05,Kandukondain Kandukondain,0.5,0.5
2000-05-10,Battlefield Earth,44.0,21.4
2000-05-12,Hamlet,2.0,1.568749
2000-05-12,Center Stage,18.0,17.200925
2000-05-15,Shadow of the Vampire,8.0,8.279017
2000-05-17,Dancer in the Dark,12.8,40.031879
2000-05-18,Billy Elliot,5.0,110.0
2000-05-19,Road Trip,16.0,119.754278
2000-05-19,Dinosaur,127.5,354.248063
2000-05-24,Mission: Impossible II,125.0,546.388105
2000-05-26,Shanghai Noon,55.0,56.932305
2000-05-31,Big Momma's House,30.0,173.959438
2000-06-09,Gone in Sixty Seconds,90.0,237.202299
2000-06-09,Josh,6.9,15.0
2000-06-15,Shaft,46.0,107.196498
2000-06-16,Boys and Girls,16.0,20.627372
2000-06-16,Poor White Trash,1.2,0.001404
2000-06-16,Amores perros,2.0,20.908467
2000-06-16,Titan A.E.,75.0,36.754634
2000-06-21,Chicken Run,45.0,224.834564
2000-06-22,"Me, Myself & Irene",51.0,149.270999
2000-06-28,The Patriot,110.0,215.294342
2000-06-30,The Adventures of Rocky & Bullwinkle,76.0,35.13482
2000-07-07,Scary Movie,19.0,278.019771
2000-07-07,The Kid,65.0,69.7
2000-07-08,Pokémon: Spell of the Unknown,16.0,68.411275
2000-07-08,Pokémon: Spell of the Unknown,16.0,68.411275
2000-07-13,X-Men,75.0,296.339527
2000-07-19,The In Crowd,15.0,5.217498
2000-07-21,What Lies Beneath,100.0,155.464351
2000-07-27,Nutty Professor II: The Klumps,84.0,123.307945
2000-07-30,Coyote Ugly,45.0,113.916474
2000-07-31,Space Cowboys,65.0,128.884132
2000-08-04,Hollow Man,95.0,190.213455
2000-08-17,"Me, You, Them",1.9,2.070806
2000-08-17,The Cell,33.0,104.155843
2000-08-23,The Art of War,40.0,30.199105
2000-08-25,Bring It On,28.0,90.449929
2000-08-30,"O Brother, Where Art Thou?",26.0,71.868327
2000-09-01,Snatch,10.0,83.557872
2000-09-01,Highlander: Endgame,25.0,15.843608
2000-09-06,Pollock,6e-06,8e-06
2000-09-08,Fiza,1.0,0.623791
2000-09-08,The Way of the Gun,8.5,19.125401
2000-09-09,Brother,12.0,15.25
2000-09-13,Men of Honor,32.0,48.814909
2000-09-13,Vulgar,0.12,0.014904
2000-09-14,Rugrats in Paris: The Movie,3e-05,0.000103
2000-09-15,Almost Famous,60.0,47.383689
2000-09-19,Urban Legends: Final Cut,14.0,38.574362
2000-09-23,The House of Mirth,10.0,5.164404
2000-09-24,Under Suspicion,25.0,0.260562
2000-09-25,The Weight of Water,16.0,0.10913
2000-09-29,Remember the Titans,30.0,136.706683
2000-10-01,"Crouching Tiger, Hidden Dragon",17.0,213.525736
2000-10-06,Get Carter,63.6,19.412993
2000-10-06,Meet the Parents,55.0,330.444045
2000-10-07,102 Dalmatians,85.0,183.611771
2000-10-11,Memento,9.0,39.723096
2000-10-12,Pay It Forward,40.0,55.707411
2000-10-13,The Ladies Man,24.0,13.7
2000-10-19,Bedazzled,48.0,90.383208
2000-10-27,Requiem for a Dream,4.5,7.390108
2000-10-27,The Little Vampire,22.0,13.555988
2000-11-02,Charlie's Angels,92.0,264.105545
2000-11-02,The Legend of Bagger Vance,80.0,39.459427
2000-11-10,Red Planet,80.0,33.463969
2000-11-13,Unbreakable,75.0,248.118121
2000-11-15,Bounce,35.0,36.779296
2000-11-17,The 6th Day,82.0,96.085477
2000-11-17,How the Grinch Stole Christmas,123.0,345.141403
2000-11-22,Quills,13.5,7.060876
2000-12-01,Panic,1.0,0.779137
2000-12-08,Dungeons & Dragons,35.0,15.185241
2000-12-08,Vertical Limit,75.0,215.663859
2000-12-09,The Emperor's New Groove,100.0,169.327687
2000-12-14,Miss Congeniality,45.0,212.0
2000-12-14,Chocolat,25.0,152.500343
2000-12-15,"Dude, Where’s My Car?",13.0,73.180723
2000-12-15,What Women Want,70.0,374.111707
2000-12-16,Battle Royale,4.5,25.0
2000-12-21,Finding Forrester,43.0,80.049764
2000-12-22,Dracula 2000,28.0,33.000337
2000-12-22,Cast Away,90.0,429.632142
2000-12-22,The Gift,10.0,12.008642
2000-12-24,Thirteen Days,80.0,34.566746
2000-12-27,Traffic,48.0,207.515725
2000-12-31,Happy Times,1.9,0.240093
2001-01-09,The Pledge,35.0,29.4
2001-01-12,Save the Last Dance,13.0,91.038276
2001-01-12,Antitrust,30.0,18.19561
2001-01-14,Dheena,0.5,0.5
2001-01-18,Super Troopers,3.0,18.492362
2001-01-18,Donnie Darko,6.0,1.270522
2001-01-18,The Accidental Spy,25.697387,3.849941
2001-01-19,The Believer,1.5,0.416925
2001-01-20,Avalon,8.0,8.826094
2001-01-20,L.I.E.,0.7,1.667192
2001-01-24,Sugar & Spice,11.0,13.276953
2001-01-26,The Wedding Planner,35.0,94.728529
2001-01-26,Tape,0.1,0.490475
2001-01-27,Recess: School's Out,10.0,44.46085
2001-01-31,Brotherhood of the Wolf,29.0,70.752904
2001-02-02,Head Over Heels,14.0,10.42447
2001-02-07,Would I Lie to You? 2,12.56,42.7
2001-02-08,Hannibal,87.0,351.692268
2001-02-09,Saving Silverman,22.0,19.351569
2001-02-11,The Tailor of Panama,21.0,28.008462
2001-02-16,Sweet November,40.0,65.754228
2001-02-23,3000 Miles to Graceland,62.0,18.720175
2001-02-23,Monkeybone,75.0,5.409517
2001-03-01,The Mexican,57.0,147.845033
2001-03-01,15 Minutes,60.0,56.35998
2001-03-09,Moulin Rouge!,52.5,179.213434
2001-03-13,Exit Wounds,50.0,79.958599
2001-03-13,Enemy at the Gates,68.0,96.97627
2001-03-18,Spy Kids,35.0,147.93418
2001-03-30,Brigham City,1.0,0.852206
2001-03-30,Tomcats,11.0,23.430766
2001-04-04,Blow,53.0,83.282296
2001-04-06,Along Came a Spider,60.0,105.178561
2001-04-10,Joe Dirt,17.7,30.987695
2001-04-12,Crocodile Dundee in Los Angeles,21.15,39.438674
2001-04-12,The Other Side of Heaven,7.0,4.720371
2001-04-13,Bridget Jones's Diary,25.0,281.929795
2001-04-20,The Devil's Backbone,4.5,6.45902
2001-04-21,"The Bread, My Sweet",0.6,1.023156
2001-04-21,Kissing Jessica Stein,1.0,10.013424
2001-04-25,Amélie,10.0,173.921954
2001-04-27,Town & Country,90.0,10.372291
2001-04-27,Driven,94.0,54.744738
2001-04-28,The Mummy Returns,98.0,433.013274
2001-05-11,A Knight's Tale,65.0,117.487473
2001-05-11,Down,15.0,0.163169
2001-05-14,The Piano Teacher,3.0,9.801375
2001-05-15,Angel Eyes,53.0,29.7
2001-05-16,Shrek,60.0,484.409218
2001-05-16,Mulholland Drive,15.0,20.117339
2001-05-18,Human Nature,6.0,0.705308
2001-05-21,Pearl Harbor,140.0,449.220945
2001-05-26,Metropolis,14.5,95.789342
2001-06-01,The Animal,22.0,84.772742
2001-06-02,Atlantis: The Lost Empire,120.0,186.053725
2001-06-07,Swordfish,102.0,147.080413
2001-06-08,Evolution,80.0,98.376292
2001-06-08,Citizen,0.5,0.5
2001-06-08,Y Tu Mamá También,5.0,33.616692
2001-06-11,Lara Croft: Tomb Raider,115.0,274.70334
2001-06-15,Lagaan: Once Upon a Time in India,5.2,8.1
2001-06-22,The Fast and the Furious,38.0,207.283925
2001-06-22,Dr. Dolittle 2,70.0,176.104344
2001-06-27,Baby Boy,16.0,29.381649
2001-06-29,Crazy/Beautiful,13.0,16.929123
2001-06-29,A.I. Artificial Intelligence,100.0,235.926552
2001-07-01,Jeepers Creepers,10.0,59.217789
2001-07-02,Final Fantasy: The Spirits Within,137.0,85.13183
2001-07-04,Cats & Dogs,60.0,93.375151
2001-07-04,Scary Movie 2,45.0,141.220678
2001-07-06,Kiss of the Dragon,25.0,64.437847
2001-07-13,Made,5.0,5.47606
2001-07-13,The Score,68.0,71.069884
2001-07-13,Legally Blonde,18.0,141.774679
2001-07-18,Jurassic Park III,93.0,368.780809
2001-07-20,Spirited Away,15.0,274.925095
2001-07-24,Dil Chahta Hai,2.079,4.099
2001-07-24,Jason X,11.0,16.951798
2001-07-25,Planet of the Apes,100.0,362.21174
2001-07-26,Jackpot,0.4,0.043719
2001-07-27,Wet Hot American Summer,5.0,0.295206
2001-07-30,Rat Race,48.0,85.498534
2001-08-03,Original Sin,42.0,35.40232
2001-08-03,Rush Hour 2,90.0,347.325802
2001-08-03,The Princess Diaries,37.0,165.335153
2001-08-03,The Cat's Meow,7.0,3.646994
2001-08-07,Osmosis Jones,75.0,13.596911
2001-08-10,Session 9,1.5,0.373967
2001-08-10,American Pie 2,30.0,287.553595
2001-08-17,Captain Corelli's Mandolin,57.0,62.112895
2001-08-17,American Outlaws,35.0,13.678913
2001-08-22,Jay and Silent Bob Strike Back,22.0,33.788161
2001-08-22,Summer Catch,34.0,19.693891
2001-08-24,Ghosts of Mars,28.0,14.010832
2001-08-31,Lovely & Amazing,0.25,4.186931
2001-09-04,Rock Star,57.0,16.991902
2001-09-07,The Musketeer,40.0,27.053815
2001-09-07,Hearts in Atlantis,31.0,24.185781
2001-09-07,Knockaround Guys,15.0,12.0
2001-09-14,The Glass House,30.0,23.619609
2001-09-14,Hardball,32.0,40.222729
2001-09-20,Ayurveda: Art of Being,0.3,2.074
2001-09-21,Glitter,22.0,5.271666
2001-09-28,Zoolander,28.0,60.780981
2001-09-28,Don't Say a Word,50.0,100.020092
2001-09-29,American Adobo,0.000344,4e-06
2001-10-05,The Royal Tenenbaums,21.0,71.44125
2001-10-05,Joy Ride,23.0,36.642838
2001-10-05,Training Day,45.0,104.876233
2001-10-05,Max Keeble's Big Move,12.0,17.292381
2001-10-05,Serendipity,28.0,77.516304
2001-10-12,Corky Romano,11.0,23.978402
2001-10-12,Bandits,75.0,67.631903
2001-10-14,All The Queen's Men,15.0,0.023
2001-10-19,The Last Castle,72.0,27.642707
2001-10-19,Riding in Cars with Boys,48.0,35.743308
2001-10-19,From Hell,35.0,74.558115
2001-10-22,K-PAX,48.0,50.31514
2001-10-24,Bones,10.0,7.316658
2001-10-30,Domestic Disturbance,75.0,54.249294
2001-11-01,Shallow Hal,40.0,141.06986
2001-11-01,"Monsters, Inc.",115.0,562.816256
2001-11-02,The One,49.0,72.7
2001-11-07,Gosford Park,19.8,87.754044
2001-11-11,Monster's Ball,4.0,44.909486
2001-11-16,The Wash,7.0,10.229331
2001-11-16,Harry Potter and the Philosopher's Stone,125.0,976.47555
2001-11-17,Behind Enemy Lines,40.0,91.753202
2001-11-17,Frailty,11.0,13.110448
2001-11-18,Spy Game,92.0,143.04956
2001-11-21,Out Cold,24.0,14.782676
2001-11-23,Sidewalks of New York,1.0,2.402459
2001-11-23,Novocaine,6.0,2.025238
2001-12-07,Ocean's Eleven,85.0,450.71715
2001-12-07,The 51st State,2.8e-05,1.4e-05
2001-12-07,Not Another Teen Movie,16.0,66.468332
2001-12-10,Vanilla Sky,68.0,203.388341
2001-12-11,A Beautiful Mind,60.0,313.542341
2001-12-11,Ali,107.0,87.713825
2001-12-12,Winged Migration,35.866397,20.21708
2001-12-18,The Lord of the Rings: The Fellowship of the Ring,93.0,871.368364
2001-12-21,How High,12.0,31.155435
2001-12-21,Jimmy Neutron: Boy Genius,25.0,80.936232
2001-12-21,The Majestic,72.0,37.317558
2001-12-28,Black Hawk Down,92.0,172.989651
2001-12-28,I Am Sam,22.0,92.542418
2002-01-01,Salton Sea,18.0,0.676698
2002-01-01,A Little Night Music,0.2,0.286
2002-01-04,D-Tox,55.0,6.416302
2002-01-11,Secretary,4.0,9.304609
2002-01-11,Blue Car,1.0,0.464
2002-01-12,The Good Girl,8.0,16.856124
2002-01-13,May,0.5,0.150277
2002-01-14,Narc,6.5,12.633747
2002-01-18,The Kid Stays in the Picture,0.04,1.434436
2002-01-23,The Count of Monte Cristo,35.0,75.395048
2002-01-25,A Walk to Remember,11.0,41.227069
2002-01-25,The Mothman Prophecies,32.0,55.157539
2002-02-01,Slackers,14.0,6.413915
2002-02-01,Atanarjuat: The Fast Runner,1.934,3.786801
2002-02-05,City of God,3.3,30.64177
2002-02-06,Collateral Damage,85.0,78.382433
2002-02-08,Big Fat Liar,15.0,52.970014
2002-02-10,Queen of the Damned,35.0,45.47911
2002-02-14,Return to Never Land,20.0,109.862682
2002-02-15,Crossroads,12.0,61.14103
2002-02-15,Hart's War,70.0,32.287044
2002-02-15,John Q,36.0,102.24477
2002-02-22,Dragonfly,60.0,52.3224
2002-02-22,My Big Fat Greek Wedding,5.0,368.744044
2002-03-01,We Were Soldiers,75.0,114.660784
2002-03-04,The Time Machine,80.0,123.729176
2002-03-08,All About the Benjamins,14.0,25.482931
2002-03-10,Ice Age,59.0,383.257136
2002-03-14,Talk to Her,9.285469,51.00155
2002-03-14,Showtime,85.0,77.741732
2002-03-15,Resident Evil,33.0,102.984862
2002-03-17,Clockstoppers,26.0,38.793283
2002-03-17,Clockstoppers,26.0,38.793283
2002-03-22,Blade II,54.0,155.010032
2002-03-25,The Rookie,20.0,75.597042
2002-03-29,Sympathy for Mr. Vengeance,4.0,1.954937
2002-03-29,Panic Room,48.0,196.397415
2002-03-29,National Lampoon’s Van Wilder,5.0,38.275483
2002-04-01,Barbershop,12.0,75.781642
2002-04-03,High Crimes,42.0,63.78181
2002-04-05,Big Trouble,40.0,8.49389
2002-04-07,Changing Lanes,45.0,94.935764
2002-04-11,Bend It Like Beckham,3.500159,76.578641
2002-04-12,The Sweetest Thing,43.0,68.69677
2002-04-15,Company,1.5,6.0
2002-04-16,The Scorpion King,60.0,165.33318
2002-04-19,Murder by Numbers,50.0,56.714147
2002-04-26,Life or Something Like It,40.0,16.872671
2002-04-26,About a Boy,27.0,129.0
2002-05-01,Spider-Man,139.0,821.708551
2002-05-06,The Star,1.3,0.809
2002-05-09,Na Tum Jaano Na Hum,0.35,6.1
2002-05-10,Unfaithful,50.0,119.137784
2002-05-15,Star Wars: Episode II - Attack of the Clones,120.0,649.398328
2002-05-16,Raising Victor Vargas,0.8,2.816116
2002-05-17,The Spanish Apartment,5.3,3.897799
2002-05-24,Insomnia,46.0,113.71483
2002-05-24,Spirit: Stallion of the Cimarron,80.0,122.563539
2002-05-24,Enough,38.0,51.801187
2002-05-31,Undercover Brother,25.0,41.604473
2002-05-31,The Sum of All Fears,68.0,193.0
2002-06-07,The Legend of Bhagat Singh,3.0,6.0
2002-06-07,Bad Company,70.0,65.977295
2002-06-14,Windtalkers,115.0,77.628265
2002-06-14,Scooby-Doo,84.0,275.650703
2002-06-14,The Bourne Identity,60.0,214.034224
2002-06-20,Minority Report,102.0,358.372926
2002-06-21,Lilo & Stitch,80.0,145.771527
2002-06-21,Dahmer,0.25,0.144008
2002-06-28,Mr. Deeds,50.0,171.269535
2002-07-01,Halloween: Resurrection,13.0,37.664855
2002-07-03,The Powerpuff Girls Movie,10.0,11.411644
2002-07-03,Men in Black II,140.0,441.818803
2002-07-12,Road to Perdition,80.0,181.001478
2002-07-12,Reign of Fire,60.0,43.061982
2002-07-19,Stuart Little 2,120.0,169.956806
2002-07-19,K-19: The Widowmaker,100.0,35.168966
2002-07-26,Austin Powers in Goldmember,63.0,296.655431
2002-08-01,Antikiller,5.0,0.340312
2002-08-01,Martin Lawrence Live: Runteldat,3.0,19.184015
2002-08-02,Signs,72.0,408.247917
2002-08-02,Full Frontal,2.0,2.506446
2002-08-04,Blood Work,50.0,26.199517
2002-08-07,Spy Kids 2: The Island of Lost Dreams,38.0,119.723358
2002-08-08,Blue Crush,25.0,51.842679
2002-08-09,xXx,70.0,277.448382
2002-08-09,FearDotCom,40.0,18.902015
2002-08-15,The Adventures of Pluto Nash,100.0,7.103973
2002-08-20,Serving Sara,29.0,16.930185
2002-08-21,One Hour Photo,12.0,52.223306
2002-08-23,Undisputed,20.0,12.398628
2002-08-29,Frida,12.0,56.298474
2002-08-31,Ken Park,1.3,0.447741
2002-09-01,Far from Heaven,13.5,29.027914
2002-09-02,Naqoyqatsi,3.0,0.013308
2002-09-06,City By The Sea,40.0,22.433915
2002-09-06,Swimfan,8.5,34.41124
2002-09-08,The Four Feathers,35.0,29.882645
2002-09-09,Phone Booth,13.0,97.837138
2002-09-09,Moonlight Mile,21.0,10.01105
2002-09-13,Igby Goes Down,9.0,4.777465
2002-09-20,Ballistic: Ecks vs. Sever,70.0,19.924033
2002-09-20,Men with Brooms,7.5,4.24587
2002-09-20,Trapped,30.0,6.916869
2002-09-24,The Pianist,35.0,120.072577
2002-09-26,Sweet Home Alabama,30.0,180.622424
2002-09-27,Mondays in the Sun,4.0,0.146402
2002-09-29,Red Dragon,78.0,209.196298
2002-10-01,Boat Trip,20.0,8.586376
2002-10-02,Possession,25.0,10.113733
2002-10-02,The Transporter,21.0,43.928932
2002-10-05,Brown Sugar,8.0,27.362712
2002-10-09,Bowling for Columbine,4.0,35.564473
2002-10-11,Swept Away,10.0,0.598645
2002-10-11,Tuck Everlasting,15.0,19.158074
2002-10-14,Abandon,25.0,10.719357
2002-10-18,The Ring,48.0,249.348933
2002-10-18,Auto Focus,7.0,2.062066
2002-10-21,Jackass: The Movie,5.0,64.282312
2002-10-25,Ghost Ship,35.0,68.349884
2002-10-25,Punch-Drunk Love,25.0,17.0
2002-10-31,28 Days Later,5.0,82.719885
2002-10-31,I Spy,70.0,33.561137
2002-10-31,The Santa Clause 2,65.0,172.855065
2002-11-01,Tadpole,0.15,2.891288
2002-11-02,The Twilight Samurai,5.0,7.338987
2002-11-06,Femme Fatale,35.0,16.83891
2002-11-08,Desmundo,3e-06,3e-06
2002-11-08,8 Mile,41.0,215.0
2002-11-13,Harry Potter and the Chamber of Secrets,100.0,876.688482
2002-11-17,Die Another Day,140.0,431.971116
2002-11-22,Friday After Next,20.0,33.526835
2002-11-22,The Quiet American,30.0,27.674124
2002-11-26,Treasure Planet,140.0,109.578115
2002-11-27,Extreme Ops,40.0,10.959475
2002-11-27,Solaris,47.0,30.002758
2002-12-05,Villan,0.5,0.5
2002-12-06,Analyze That,60.0,55.003135
2002-12-06,Empire,4.0,18.591272
2002-12-06,Adaptation.,19.0,32.801173
2002-12-06,Equilibrium,20.0,5.359645
2002-12-06,House of Fools,2.5,0.057862
2002-12-13,Drumline,20.0,57.588485
2002-12-13,Maid in Manhattan,55.0,154.906693
2002-12-13,Star Trek: Nemesis,60.0,67.312826
2002-12-13,About Schmidt,30.0,105.834556
2002-12-14,Dark Blue,15.0,9.23747
2002-12-14,Gangs of New York,100.0,193.772504
2002-12-16,25th Hour,15.0,13.060843
2002-12-18,The Lord of the Rings: The Two Towers,79.0,926.2874
2002-12-19,Hero,31.0,177.394432
2002-12-19,Antwone Fisher,12.5,23.367586
2002-12-19,Two Weeks Notice,60.0,93.354918
2002-12-25,Catch Me If You Can,52.0,352.114312
2002-12-25,Pinocchio,40.0,41.323171
2002-12-26,Chicago,45.0,306.776732
2002-12-27,The Hours,25.0,41.59783
2002-12-30,Confessions of a Dangerous Mind,30.0,33.013805
2002-12-30,Confessions of a Dangerous Mind,30.0,33.013805
2003-01-01,The Mother,2.5,1.062253
2003-01-01,Oldboy,3.0,14.980005
2003-01-09,Just Married,18.0,101.564935
2003-01-17,A Guy Thing,20.0,17.432163
2003-01-17,The Mudge Boy,0.8,0.062852
2003-01-23,Tupac: Resurrection,0.3,7.808524
2003-01-26,The Station Agent,0.5,8.679814
2003-01-29,Taxi 3,14.5,65.497208
2003-01-30,Whale Rider,8.0,41.4
2003-01-31,Final Destination 2,26.0,90.426405
2003-01-31,Biker Boyz,24.0,23.510601
2003-02-06,Shanghai Knights,50.0,88.323487
2003-02-07,The Jungle Book 2,20.0,135.68
2003-02-07,How to Lose a Guy in 10 Days,50.0,177.371441
2003-02-09,"Good bye, Lenin!",4.8,79.38488
2003-02-14,Daredevil,78.0,179.179718
2003-02-21,Old School,24.0,87.055349
2003-02-21,The Life of David Gale,50.0,38.955598
2003-02-21,Gods and Generals,56.0,12.923936
2003-02-28,Cradle 2 the Grave,25.0,56.489558
2003-03-07,Tears of the Sun,70.0,85.632458
2003-03-07,Bringing Down the House,20.0,132.675402
2003-03-11,The Hunted,55.0,34.234008
2003-03-14,Agent Cody Banks,28.0,58.795814
2003-03-16,Levity,7.5,0.209151
2003-03-21,Dreamcatcher,68.0,75.715436
2003-03-28,The Core,60.0,74.208267
2003-04-04,A Man Apart,36.0,44.350926
2003-04-06,Johnny English,40.0,160.583018
2003-04-10,Fat Pizza,0.4,7.888102
2003-04-10,Ghosts of the Abyss,13.0,17.040871
2003-04-11,House of 1000 Corpses,7.0,16.829545
2003-04-11,House of the Dead,7.0,13.818181
